lat_diff,lon,tag,error,lat,type,lon_diff
0.005391899999999339,-79.4557131,"[{'k': 'created_by', 'v': 'JOSM'}]",Coordinates out of range,43.7504919,node,0.11238690000000418
0.006255599999995809,-79.4563917,"[{'k': 'created_by', 'v': 'JOSM'}]",Coordinates out of range,43.7513556,node,0.11170830000000365
0.037552800000000275,-79.5708641,[],Coordinates out of range,43.6609528,node,0.0027640999999931637
0.03192510000000226,-79.5685079,[],Coordinates out of range,43.6553251,node,0.0004078999999990174
0.03259890000000354,-79.5688953,[],Coordinates out of range,43.6559989,node,0.0007952999999929489
0.03631130000000127,-79.5702506,"[{'k': 'created_by', 'v': 'JOSM'}]",Coordinates out of range,43.6597113,node,0.002150599999993119
0.034129100000001245,-79.5692856,"[{'k': 'created_by', 'v': 'JOSM'}]",Coordinates out of range,43.6575291,node,0.0011855999999994538
0.03227340000000112,-79.5684098,"[{'k': 'created_by', 'v': 'JOSM'}]",Coordinates out of range,43.6556734,node,0.00030979999999658503
0.03238200000000546,-79.5681983,"[{'k': 'created_by', 'v': 'JOSM'}]",Coordinates out of range,43.6557820,node,9.830000000476957e-05
0.03422880000000106,-79.5690427,[],Coordinates out of range,43.6576288,node,0.0009426999999959662
0.036307800000003,-79.5700097,[],Coordinates out of range,43.6597078,node,0.001909699999998793
0.03698450000000264,-79.5702975,[],Coordinates out of range,43.6603845,node,0.002197499999994079
0.038050600000005375,-79.5706657,[],Coordinates out of range,43.6614506,node,0.002565700000005222
0.00037859999999767524,-79.5007956,[],Coordinates out of range,43.6230214,node,0.0673043999999976
0.0014251999999999043,-79.5058764,[],Coordinates out of range,43.6219748,node,0.06222359999999583
0.004497499999999377,-79.4145093,"[{'k': 'highway', 'v': 'motorway_junction'}, {'k': 'name', 'v': 'Avenue Road, Wilson Avenue, Keele Street'}, {'k': 'note', 'v': 'Allen Road can exit from both express and collector. Caution: Avenue Road exit requires merging across several lanes in short period of time. Using previous transfer recommended'}, {'k': 'surface', 'v': 'asphalt'}]",Coordinates out of range,43.7495975,node,0.13300930000001188
0.004429000000001793,-79.4143230,[],Coordinates out of range,43.7495290,node,0.1328230000000019
0.003793999999999187,-79.4152798,"[{'k': 'created_by', 'v': 'JOSM'}]",Coordinates out of range,43.7488940,node,0.13377979999999923
0.003682599999997649,-79.4151728,"[{'k': 'created_by', 'v': 'JOSM'}]",Coordinates out of range,43.7487826,node,0.13367279999999937
0.0014151999999967302,-79.4170533,"[{'k': 'created_by', 'v': 'JOSM'}]",Coordinates out of range,43.7465152,node,0.1355533000000122
0.0014947000000020694,-79.4172404,"[{'k': 'created_by', 'v': 'JOSM'}]",Coordinates out of range,43.7465947,node,0.1357404000000031
0.0006331000000017184,-79.4181653,"[{'k': 'created_by', 'v': 'JOSM'}]",Coordinates out of range,43.7457331,node,0.1366653000000042
0.0004764999999977704,-79.4181174,"[{'k': 'created_by', 'v': 'JOSM'}]",Coordinates out of range,43.7455765,node,0.13661740000000577
0.000374299999997163,-79.4179486,[],Coordinates out of range,43.7454743,node,0.13644860000000847
0.0012508000000011066,-79.4168824,"[{'k': 'created_by', 'v': 'JOSM'}]",Coordinates out of range,43.7463508,node,0.13538240000001167
0.0002118999999964899,-79.5286733,[],Coordinates out of range,43.7453119,node,0.03942670000000703
0.0002589999999997872,-79.5282953,[],Coordinates out of range,43.7453590,node,0.0398047000000048
0.06590880000000254,-79.3393339,[],Coordinates out of range,43.8110088,node,0.057833900000005656
0.061463699999997345,-79.3374406,[],Coordinates out of range,43.8065637,node,0.05594059999999956
0.055326000000000874,-79.3346746,[],Coordinates out of range,43.8004260,node,0.05317460000000551
0.04413369999999617,-79.3295840,"[{'k': 'created_by', 'v': 'JOSM'}, {'k': 'highway', 'v': 'traffic_signals'}]",Coordinates out of range,43.7892337,node,0.0480840000000029
